failure_reason,failure_reason_correlation,metric,parameter,partial_rank_correlation,pearson,rank_correlation,score,success_correlation,tornado_delta,tornado_high,tornado_low,variance_contribution_proxy
ground_intercept,-0.5780794492921802,miss_distance_m,sensor_bias_z_m,-0.8430173921490315,-0.6213154607249517,-0.7914222873900292,1.24659988007555,0.5780794492921802,-120.17763888927547,15.969647467679557,136.14728635695502,0.14151168593399255
ground_intercept,0.5601264659307198,miss_distance_m,wind_x_mps,-0.3770118037669425,0.6026743360915657,0.7074780058651026,1.1488467903935655,-0.5601264659307198,224.1730382048877,243.6607566012106,19.48771839632291,0.13314761145482937
ground_intercept,0.5610610486160517,miss_distance_m,wind_z_mps,-0.33468796449514104,0.601352439820524,0.6997800586510263,1.140721540715301,-0.5610610486160517,116.6595679606321,136.14728635695502,19.48771839632291,0.13256416432686688
ground_intercept,0.5052991262402314,miss_distance_m,mass_kg,0.17510617836612294,0.5543199824199688,0.7096774193548386,1.1131621921248809,-0.5052991262402314,14.464756825313565,33.952475221636476,19.48771839632291,0.11263906915887456
ground_intercept,0.5135517414834908,miss_distance_m,guidance_gain,0.21815905325208668,0.5593468220669561,0.6946480938416421,1.102709440245993,-0.5135517414834908,14.464756825313565,33.952475221636476,19.48771839632291,0.11469126257574269
ground_intercept,0.5101820324026967,miss_distance_m,sensor_noise_m,-0.11332554060686954,0.5495164882358384,0.6799853372434017,1.0822890894619952,-0.5101820324026967,124.99280101118683,144.48051940750975,19.48771839632291,0.1106953657695738
ground_intercept,0.4223780568857609,miss_distance_m,thrust_n,-0.1029638019265503,0.4713632304446904,0.7078445747800586,1.049120704223844,-0.4223780568857609,14.464756825313565,33.952475221636476,19.48771839632291,0.08144780541398512
ground_intercept,0.43350740368846796,miss_distance_m,drag_cd,0.008687070546617801,0.4741774877616153,0.6935483870967741,1.0390139818996988,-0.43350740368846796,116.6595679606321,136.14728635695502,19.48771839632291,0.08242327115977272
ground_intercept,-0.492986406147531,miss_distance_m,sensor_bias_x_m,-0.020584832187615674,-0.49790857286766627,-0.4219208211143694,0.7941217090850853,0.492986406147531,-9.44766089887041,20.73754511723351,30.18520601610392,0.09087976420636236
